Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
395,41.0,Male,Married,Finance,Manager,5,5887.0,71,20.0,1,3,3,3.0,4,75,No,5,31,15,2,3,4,47,1,Yes
396,48.0,Female,Divorced,HR,Analyst,3,12654.0,33,13.0,1,6,1,4.0,4,82,No,3,38,16,2,2,4,9,1,No
397,33.0,Male,Married,Marketing,Executive,4,7086.0,79,21.0,3,8,4,5.0,2,73,No,7,33,2,4,4,1,22,2,No
398,47.0,Male,Single,Marketing,Manager,5,7180.0,17,29.0,6,9,3,5.0,3,61,Yes,6,42,0,1,2,2,44,3,No
399,24.0,Male,Divorced,HR,Manager,3,5841.0,56,20.0,2,5,2,3.0,1,0,No,3,52,17,3,3,3,40,4,No
400,49.0,Male,Married,HR,Manager,4,9040.0,35,29.0,10,7,1,4.0,1,16,Yes,9,51,17,4,3,4,45,1,No
401,24.0,Male,Single,Sales,Manager,3,13304.0,54,6.0,12,8,3,5.0,2,15,No,1,40,3,3,1,4,37,1,No
402,31.0,Female,Divorced,Finance,Analyst,5,7758.0,81,20.0,11,9,3,5.0,2,8,No,3,42,14,1,1,4,14,1,No
403,35.0,Female,Single,Finance,Analyst,2,19234.0,39,18.0,1,3,3,2.0,3,52,No,7,40,18,1,4,2,16,3,No
404,45.0,Female,Divorced,HR,Assistant,5,8014.0,69,25.0,1,0,3,2.0,2,72,Yes,3,48,18,4,2,3,43,2,Yes
405,45.0,Female,Married,IT,Assistant,1,4375.0,98,2.0,13,7,1,1.0,2,58,No,3,37,9,2,2,3,20,2,No
406,40.0,Male,Single,Marketing,Manager,3,4181.0,66,25.0,5,1,3,3.0,3,8,No,2,36,4,1,3,4,44,3,No
407,58.0,Female,Divorced,Marketing,Executive,2,3490.0,58,26.0,4,0,4,4.0,3,11,No,9,54,18,1,3,1,15,1,Yes
408,55.0,Male,Single,HR,Manager,3,6729.0,99,6.0,1,6,1,5.0,4,40,No,4,45,10,4,4,4,44,3,Yes
409,52.0,Female,Single,IT,Executive,3,8974.0,70,9.0,4,9,3,5.0,2,14,No,6,32,6,4,1,4,26,3,No
410,49.0,Male,Married,Sales,Manager,4,4882.0,69,25.0,3,8,1,1.0,1,65,No,2,46,4,4,3,1,9,2,No
411,56.0,Male,Single,HR,Assistant,1,5987.0,84,3.0,2,8,4,5.0,2,74,No,9,47,19,1,2,1,1,3,Yes
412,42.0,Female,Divorced,HR,Assistant,3,8585.0,91,1.0,9,2,4,3.0,1,10,Yes,7,57,11,3,3,4,35,3,Yes
413,29.0,Male,Divorced,Marketing,Executive,5,6159.0,87,1.0,14,5,1,1.0,1,7,No,5,56,18,1,1,2,44,1,Yes
414,24.0,Male,Divorced,HR,Manager,5,7530.0,95,19.0,11,6,3,3.0,1,54,No,7,44,14,4,2,2,20,4,No
415,55.0,Female,Divorced,HR,Executive,4,4073.0,80,5.0,1,9,3,1.0,4,95,No,4,57,11,2,1,1,45,1,No
416,53.0,Male,Married,HR,Assistant,1,16743.0,33,13.0,7,8,4,5.0,3,5,Yes,7,46,3,2,4,4,6,2,No
417,50.0,Female,Single,Marketing,Manager,1,5693.0,97,19.0,14,1,3,1.0,3,52,Yes,2,40,11,4,4,2,42,4,Yes
418,29.0,Female,Married,Sales,Manager,5,12562.0,21,12.0,13,7,4,2.0,4,19,No,7,34,17,2,1,4,10,1,No
419,38.0,Female,Single,Sales,Executive,2,7340.0,77,16.0,4,6,3,4.0,3,38,Yes,4,45,16,1,2,4,48,3,Yes
420,51.0,Male,Single,HR,Analyst,4,5156.0,56,25.0,5,3,4,5.0,4,98,No,4,44,18,3,1,4,33,3,No
421,20.0,Male,Single,Marketing,Executive,4,19184.0,56,25.0,10,1,2,4.0,2,71,No,1,39,15,1,3,2,16,4,No
422,24.0,Male,Married,Sales,Assistant,5,10966.0,73,19.0,5,7,3,5.0,4,33,Yes,3,43,10,4,3,3,36,4,No
423,23.0,Female,Single,Sales,Assistant,5,5580.0,34,3.0,1,4,3,4.0,3,56,No,5,31,1,1,1,4,6,3,No
424,35.0,Male,Married,Sales,Assistant,2,10257.0,87,12.0,6,5,3,2.0,3,18,Yes,5,45,15,2,3,2,19,2,Yes
425,43.0,Female,Divorced,Marketing,Assistant,2,5159.0,31,5.0,13,6,1,4.0,2,70,Yes,2,48,0,1,1,3,31,1,No
426,35.0,Female,Divorced,Marketing,Assistant,1,19172.0,41,2.0,9,9,3,1.0,4,30,Yes,4,37,16,3,3,1,2,3,No
427,21.0,Male,Single,HR,Analyst,4,16900.0,61,22.0,2,0,1,4.0,2,81,No,1,44,17,2,1,2,18,1,No
428,47.0,Female,Married,Finance,Manager,4,14440.0,16,7.0,7,7,1,5.0,1,39,No,9,39,12,3,3,3,42,1,No
429,51.0,Male,Divorced,Sales,Executive,5,17678.0,77,13.0,6,3,4,3.0,4,13,No,1,59,4,3,2,2,28,1,No
430,46.0,Male,Married,Finance,Executive,1,17436.0,76,25.0,5,8,1,4.0,2,99,No,6,34,5,3,2,3,4,1,No
431,39.0,Male,Married,Marketing,Assistant,4,15021.0,33,15.0,4,0,1,4.0,2,80,No,7,49,0,1,3,3,1,2,No
432,43.0,Male,Single,Marketing,Executive,1,9772.0,31,22.0,4,1,2,4.0,3,36,No,3,45,9,1,1,2,47,2,No
433,31.0,Male,Divorced,Marketing,Assistant,1,4627.0,83,3.0,6,5,3,5.0,4,43,No,1,50,4,1,3,1,42,2,No
434,54.0,Female,Single,Finance,Analyst,5,,53,28.0,4,9,1,4.0,1,8,Yes,7,55,0,1,4,4,16,3,Yes
435,52.0,Female,Single,Marketing,Analyst,1,11219.0,96,21.0,5,0,3,5.0,1,57,No,3,51,10,2,4,3,45,3,No
436,52.0,Female,Divorced,HR,Manager,2,12713.0,85,20.0,13,3,1,5.0,4,19,No,6,41,6,1,1,4,47,3,No
437,56.0,Male,Divorced,Marketing,Analyst,2,11488.0,95,5.0,6,7,4,3.0,4,91,No,6,52,17,2,3,1,2,2,No
438,31.0,Male,Married,IT,Analyst,3,5181.0,53,24.0,5,9,2,1.0,2,49,Yes,4,59,19,3,3,4,36,1,No
439,22.0,Male,Divorced,Finance,Manager,5,,50,8.0,7,4,1,5.0,3,19,Yes,6,42,9,2,2,4,1,2,Yes
440,20.0,Female,Married,IT,Executive,3,10164.0,54,22.0,9,8,3,2.0,3,35,Yes,4,38,14,4,1,2,39,3,No
441,52.0,Male,Married,Marketing,Assistant,2,3901.0,59,1.0,10,5,4,4.0,3,26,No,8,46,3,1,4,2,23,4,No
442,59.0,Female,Married,HR,Assistant,3,12290.0,18,8.0,7,0,3,2.0,4,71,Yes,9,49,15,4,4,1,26,3,No
443,29.0,Female,Divorced,Sales,Executive,5,5881.0,39,24.0,7,5,4,4.0,3,31,Yes,2,57,14,2,1,2,11,1,No
444,48.0,Male,Single,Marketing,Manager,5,16058.0,83,18.0,4,5,2,3.0,2,0,No,7,41,14,1,4,3,42,2,No
445,32.0,Male,Married,HR,Executive,1,8622.0,44,20.0,1,5,4,5.0,4,16,No,9,54,11,4,1,1,1,4,No
446,31.0,Female,Single,Finance,Analyst,4,4378.0,90,28.0,14,7,3,1.0,4,8,No,9,34,7,1,4,2,11,4,No
447,50.0,Male,Single,IT,Manager,1,8650.0,82,16.0,8,5,3,5.0,3,83,Yes,5,53,7,2,4,2,24,1,No
448,21.0,Female,Divorced,IT,Manager,5,15433.0,43,18.0,4,4,1,4.0,1,44,No,1,41,17,4,1,1,10,2,No
449,54.0,Male,Single,IT,Manager,2,12456.0,87,20.0,1,1,4,1.0,1,95,No,6,30,5,2,1,3,14,4,No
450,42.0,Male,Single,Finance,Assistant,2,10036.0,82,12.0,5,3,3,5.0,2,65,No,8,49,4,4,4,1,14,3,No
451,36.0,Female,Divorced,HR,Executive,1,9487.0,65,,14,9,1,1.0,3,31,No,1,57,1,3,4,2,7,1,No
452,45.0,Male,Married,Finance,Manager,5,7248.0,38,13.0,14,4,2,4.0,3,44,No,2,45,11,3,2,2,23,4,Yes
453,27.0,Female,Single,IT,Manager,2,7603.0,28,10.0,8,9,3,3.0,4,8,No,1,59,3,3,3,1,43,1,No
454,48.0,Male,Divorced,Marketing,Manager,5,15632.0,83,7.0,4,3,1,3.0,4,29,Yes,5,41,12,3,1,3,22,2,No
455,45.0,Female,Single,Sales,Executive,2,3220.0,32,25.0,13,1,3,5.0,3,83,No,2,38,16,3,1,3,36,2,No
456,29.0,Female,Single,Finance,Assistant,5,17226.0,56,14.0,12,6,4,2.0,4,37,Yes,4,42,15,2,3,4,27,2,Yes
457,45.0,Male,Married,Finance,Analyst,3,7818.0,71,24.0,8,9,1,4.0,3,59,Yes,1,46,8,3,2,3,2,3,No
458,53.0,Female,Single,HR,Assistant,5,10349.0,97,16.0,8,9,4,5.0,2,0,No,7,46,0,2,4,1,39,4,No
459,26.0,Male,Divorced,HR,Manager,5,8618.0,26,15.0,3,1,2,5.0,4,4,Yes,8,33,14,3,4,3,46,2,No
460,23.0,Male,Single,Finance,Assistant,1,12856.0,96,12.0,9,0,4,3.0,3,62,Yes,5,43,11,1,2,3,19,3,No
461,30.0,Male,Married,IT,Assistant,3,7576.0,31,9.0,3,4,1,1.0,4,98,Yes,2,48,4,3,2,4,7,2,No
462,48.0,Female,Married,Sales,Analyst,4,18207.0,44,8.0,1,0,3,4.0,2,35,No,8,36,17,1,3,3,12,2,No
463,55.0,Female,Divorced,HR,Executive,1,4462.0,89,18.0,2,0,1,1.0,4,64,Yes,1,56,19,2,3,4,3,4,No
464,44.0,Male,Married,IT,Executive,4,18905.0,37,23.0,6,0,4,4.0,3,77,Yes,7,32,1,3,4,4,47,3,No
465,40.0,Male,Single,Marketing,Assistant,2,19252.0,95,18.0,12,5,4,2.0,4,72,Yes,1,30,3,4,2,3,5,2,No
466,55.0,Female,Married,HR,Assistant,4,11236.0,15,13.0,10,8,3,3.0,4,93,Yes,6,41,14,2,2,2,8,3,No
467,29.0,Male,Divorced,IT,Executive,5,10813.0,93,28.0,2,9,2,2.0,3,23,No,6,44,5,3,4,1,14,3,Yes
468,56.0,Male,Married,IT,Executive,4,5068.0,46,27.0,6,0,1,5.0,1,3,No,5,40,11,2,4,1,36,2,Yes
469,28.0,Female,Married,Sales,Analyst,1,8753.0,23,18.0,14,4,3,3.0,4,77,Yes,2,39,17,4,4,3,7,2,No
470,43.0,Male,Married,Sales,Manager,1,10237.0,29,15.0,1,8,3,5.0,4,88,No,2,31,19,3,4,1,7,1,No
471,54.0,Female,Divorced,Marketing,Assistant,4,17175.0,42,4.0,11,8,3,2.0,2,67,No,9,55,3,4,4,1,46,4,No
472,54.0,Male,Married,IT,Executive,1,9191.0,38,17.0,13,0,1,4.0,1,24,Yes,5,58,0,3,3,4,32,2,No
473,55.0,Female,Married,IT,Assistant,1,17622.0,74,5.0,1,7,1,5.0,2,73,No,5,33,14,1,4,2,8,1,No
474,37.0,Male,Single,Sales,Assistant,4,4001.0,49,22.0,5,0,1,1.0,3,98,No,7,46,17,2,2,1,12,4,No
475,58.0,Male,Divorced,HR,Executive,3,17877.0,41,16.0,10,7,2,4.0,3,6,Yes,6,46,13,4,1,2,10,2,No
476,51.0,Female,Married,HR,Analyst,3,13232.0,97,9.0,13,0,3,4.0,2,12,Yes,2,57,2,2,3,1,14,3,No
477,43.0,Male,Divorced,Finance,Assistant,2,7476.0,90,10.0,11,4,4,2.0,4,67,No,1,59,14,4,2,2,9,4,No
478,42.0,Female,Married,Sales,Analyst,1,19862.0,34,24.0,9,7,4,2.0,1,42,No,5,37,4,2,1,2,38,3,No
479,51.0,Male,Married,Finance,Executive,4,3515.0,79,18.0,14,5,3,3.0,2,56,No,4,52,2,2,3,1,30,1,No
480,56.0,Female,Married,Sales,Manager,1,15478.0,99,17.0,8,8,4,3.0,2,35,No,3,43,6,2,4,4,5,2,Yes
481,31.0,Female,Single,Marketing,Manager,5,4191.0,63,18.0,3,0,2,1.0,3,13,Yes,2,53,5,1,3,2,1,1,No
482,32.0,Female,Single,IT,Assistant,1,13860.0,15,7.0,3,8,2,4.0,4,81,Yes,2,58,0,3,4,2,1,2,Yes
483,42.0,Female,Single,Marketing,Executive,1,16448.0,24,4.0,1,0,1,1.0,1,71,Yes,4,33,18,1,4,1,20,2,No
484,44.0,Male,Divorced,Sales,Analyst,3,9297.0,61,26.0,14,9,1,1.0,2,95,Yes,2,35,6,2,4,2,49,3,No
485,54.0,Male,Divorced,IT,Assistant,4,19655.0,73,5.0,3,9,1,2.0,1,26,Yes,4,58,3,4,1,2,11,1,Yes
486,49.0,Female,Single,HR,Executive,1,11334.0,76,28.0,14,2,1,1.0,1,36,No,3,48,11,2,3,4,26,3,No
487,36.0,Female,Divorced,HR,Executive,3,9008.0,32,23.0,12,0,1,1.0,2,86,No,9,56,19,3,4,2,44,3,No
488,39.0,Female,Married,Finance,Analyst,2,10987.0,60,16.0,12,2,4,5.0,1,70,Yes,7,58,17,1,2,4,3,3,No
489,44.0,Male,Married,Sales,Assistant,3,6332.0,46,3.0,12,1,4,3.0,3,75,Yes,3,53,8,3,3,2,6,1,Yes
490,41.0,Male,Married,Sales,Executive,3,3787.0,41,26.0,13,1,1,3.0,4,24,Yes,8,33,18,4,2,2,43,2,No
491,32.0,Male,Single,HR,Executive,3,9222.0,32,18.0,11,8,2,4.0,4,66,No,9,32,3,3,1,4,45,2,No
492,38.0,Male,Divorced,Marketing,Executive,1,12873.0,53,29.0,1,7,4,3.0,4,89,No,7,49,0,1,1,4,11,1,No
493,55.0,Female,Single,IT,Analyst,1,6676.0,63,23.0,8,0,2,4.0,3,3,No,6,35,8,4,3,3,8,2,Yes
494,31.0,Female,Divorced,Marketing,Assistant,2,5572.0,96,21.0,1,3,2,5.0,3,99,Yes,4,56,14,3,1,2,29,1,No
495,38.0,Female,Married,Marketing,Assistant,5,9915.0,58,14.0,5,0,3,3.0,3,78,Yes,5,52,7,1,1,4,10,1,No
496,31.0,Male,Single,HR,Assistant,5,8033.0,86,15.0,9,0,3,5.0,4,95,Yes,8,36,14,1,3,2,34,2,No
497,28.0,Male,Divorced,HR,Assistant,5,10788.0,68,17.0,7,3,1,3.0,1,92,Yes,3,43,14,2,2,2,24,4,No
498,26.0,Male,Divorced,HR,Manager,2,18689.0,48,1.0,4,1,2,3.0,3,73,Yes,2,41,17,3,4,2,46,3,No
499,47.0,Female,Married,Finance,Manager,5,14452.0,85,25.0,11,2,4,5.0,2,84,No,3,45,6,4,3,1,48,1,No
500,33.0,Female,Single,Marketing,Assistant,5,7712.0,50,21.0,9,8,3,1.0,3,15,Yes,7,49,17,2,3,3,17,1,No
501,50.0,Male,Single,Sales,Analyst,3,3066.0,32,17.0,9,1,3,1.0,2,18,No,8,37,15,3,4,1,32,4,Yes
502,38.0,Female,Single,IT,Manager,1,18855.0,52,23.0,2,3,2,1.0,4,28,No,1,52,1,3,2,3,11,1,Yes
503,35.0,Male,Married,Finance,Executive,1,15478.0,73,25.0,10,0,3,1.0,2,50,No,7,31,3,4,4,2,34,1,No
504,24.0,Male,Single,Sales,Manager,3,10533.0,23,11.0,10,1,3,3.0,3,17,No,9,42,19,2,4,2,24,2,Yes
505,54.0,Female,Married,Marketing,Executive,3,18103.0,87,17.0,11,4,4,2.0,3,57,No,3,37,15,2,2,4,5,2,No
506,31.0,Male,Married,HR,Assistant,3,7616.0,86,26.0,12,9,2,5.0,1,43,Yes,3,54,2,4,2,3,29,4,Yes
507,44.0,Female,Married,Marketing,Manager,1,16277.0,65,14.0,6,0,3,2.0,4,15,Yes,8,50,1,2,4,3,48,1,No
508,40.0,Male,Divorced,IT,Analyst,5,8730.0,49,29.0,4,6,2,2.0,2,64,Yes,4,49,2,1,4,1,48,3,No
509,55.0,Female,Single,Finance,Manager,3,13724.0,96,20.0,8,3,3,4.0,4,1,No,8,45,4,4,3,3,34,2,No
510,42.0,Female,Single,Finance,Manager,2,14772.0,19,19.0,12,5,4,1.0,3,55,No,5,33,1,3,2,2,16,3,No
511,35.0,Female,Married,IT,Manager,3,19268.0,28,21.0,11,7,2,3.0,1,78,No,3,58,18,4,1,4,25,3,No
512,58.0,Male,Married,Sales,Assistant,4,15940.0,44,7.0,7,5,3,1.0,3,27,No,4,45,19,1,2,1,37,4,No
513,58.0,Male,Single,Sales,Analyst,3,19932.0,18,24.0,7,1,4,1.0,3,64,No,4,49,1,4,4,4,8,4,No
514,33.0,Female,Married,Finance,Manager,1,17643.0,53,13.0,11,0,3,2.0,3,4,,8,35,1,3,4,3,29,1,No
515,50.0,Female,Single,Finance,Analyst,3,3198.0,98,18.0,10,7,2,4.0,2,21,Yes,6,56,19,3,4,3,46,4,Yes
516,24.0,Male,Divorced,HR,Assistant,4,19955.0,78,23.0,9,7,3,1.0,3,99,No,7,33,17,4,4,1,25,2,No
517,54.0,Male,Married,Sales,Executive,2,12830.0,39,14.0,13,8,2,5.0,4,12,No,9,45,19,4,1,3,42,1,Yes
518,42.0,Male,Single,IT,Manager,5,16798.0,42,1.0,5,5,2,5.0,4,64,Yes,6,52,13,1,2,4,23,1,Yes
519,48.0,Female,Married,Sales,Analyst,3,14469.0,90,7.0,6,0,3,1.0,1,15,No,3,52,14,1,1,2,34,3,No
520,30.0,Male,Single,HR,Analyst,4,3178.0,80,8.0,1,8,4,2.0,4,85,Yes,3,50,11,3,1,1,3,3,No
521,37.0,Male,Single,Finance,Assistant,4,3798.0,92,18.0,6,2,1,2.0,3,63,Yes,3,42,10,2,4,3,30,3,No
522,31.0,Female,Married,Finance,Manager,2,10601.0,36,9.0,2,5,4,3.0,3,31,Yes,2,34,10,2,1,4,34,1,No
523,28.0,Male,Divorced,HR,Executive,1,5795.0,45,1.0,6,9,4,4.0,4,79,No,1,44,6,2,4,2,32,4,No
524,29.0,Male,Single,IT,Analyst,3,15496.0,37,29.0,9,9,3,2.0,1,50,Yes,1,55,11,2,4,3,29,4,No
525,36.0,Male,Single,Finance,Manager,4,7588.0,62,22.0,8,8,4,3.0,1,78,Yes,4,37,15,3,4,1,9,4,No
526,57.0,Female,Single,Marketing,Executive,2,10297.0,34,17.0,9,2,4,5.0,4,57,No,3,36,4,2,1,3,2,1,No
527,26.0,Female,Divorced,Finance,,5,6084.0,52,19.0,13,4,1,5.0,2,45,Yes,5,43,1,2,4,3,39,1,No
528,32.0,Female,Divorced,Marketing,Analyst,4,14110.0,69,27.0,10,4,4,5.0,2,51,No,9,36,15,4,1,3,7,1,No
529,59.0,Female,Married,HR,Executive,2,3731.0,82,6.0,8,9,1,1.0,2,62,No,8,51,14,2,2,2,46,1,No
530,28.0,Female,Divorced,HR,Executive,1,4129.0,93,3.0,3,6,3,4.0,2,75,Yes,9,36,10,4,4,2,5,1,No
531,46.0,Female,Married,Finance,Assistant,1,4605.0,15,24.0,8,3,1,3.0,4,59,No,5,52,5,3,3,3,8,4,No
532,21.0,Female,Married,Sales,Manager,4,14970.0,21,5.0,6,3,2,4.0,1,64,No,8,55,12,4,3,3,32,1,No
533,24.0,Male,Divorced,Marketing,Manager,4,13937.0,71,2.0,13,6,2,1.0,3,80,Yes,4,59,18,1,3,1,18,4,Yes
534,48.0,Male,Married,IT,Assistant,3,14362.0,26,20.0,6,8,1,3.0,3,54,Yes,5,47,9,4,3,3,38,1,No
535,56.0,Female,Divorced,Finance,Analyst,2,5933.0,19,25.0,6,3,2,3.0,4,56,Yes,3,59,18,2,3,4,46,4,No
536,57.0,Male,Married,IT,Executive,4,18187.0,64,4.0,3,3,3,2.0,3,91,Yes,5,39,4,4,1,4,18,2,No
537,38.0,Male,Divorced,Finance,Executive,3,8074.0,56,10.0,10,5,2,4.0,2,70,No,3,47,6,4,2,1,49,2,No
538,27.0,Female,Divorced,Sales,Executive,3,17037.0,26,10.0,1,5,1,4.0,1,72,Yes,5,43,10,3,1,2,41,4,No
539,20.0,Male,Married,Sales,Analyst,4,10099.0,32,24.0,12,6,3,2.0,4,85,Yes,5,39,13,3,4,3,45,2,No
540,41.0,Male,Single,Sales,Executive,1,3893.0,80,21.0,14,0,2,5.0,1,25,Yes,6,36,15,2,2,1,16,2,No
541,36.0,Male,Married,Sales,Executive,2,4390.0,88,11.0,4,2,3,1.0,4,11,No,9,59,17,1,2,2,21,4,No
542,26.0,Male,Divorced,HR,Assistant,2,7239.0,93,27.0,10,8,1,4.0,4,70,No,1,55,3,1,2,1,10,1,Yes
543,44.0,Male,Single,HR,Analyst,1,6432.0,31,16.0,12,5,2,2.0,4,45,No,6,36,0,4,2,2,42,1,Yes
544,23.0,Female,Married,Marketing,Manager,4,5371.0,82,26.0,6,5,3,3.0,4,46,No,1,36,14,1,3,3,4,4,No
545,55.0,Female,Married,IT,Assistant,2,4515.0,85,29.0,11,4,3,2.0,1,78,No,6,34,13,3,4,1,44,3,No
546,25.0,Female,Married,Finance,Assistant,4,18906.0,76,29.0,12,2,2,5.0,3,37,Yes,2,30,18,2,2,3,8,3,No
547,50.0,Male,Single,Finance,Manager,4,9326.0,55,17.0,10,4,3,1.0,4,20,No,8,43,4,2,2,1,47,2,Yes
548,38.0,Female,Divorced,HR,Assistant,3,17605.0,48,16.0,2,0,3,5.0,2,13,No,3,47,3,3,3,2,19,3,No
549,58.0,Male,Married,Finance,Analyst,1,8586.0,84,7.0,7,2,1,3.0,4,1,No,6,42,12,2,1,1,47,2,No
550,46.0,Male,Married,HR,Executive,4,5917.0,59,16.0,7,3,1,3.0,1,71,Yes,6,54,17,4,1,4,40,1,No
551,29.0,Male,Married,Marketing,Analyst,5,18901.0,72,3.0,11,4,1,3.0,4,69,Yes,4,37,11,2,1,4,40,4,No
552,45.0,Male,Married,IT,Manager,1,6793.0,65,26.0,4,9,1,3.0,2,32,No,5,37,14,1,4,1,9,1,No
553,38.0,Female,Married,Marketing,Manager,2,12947.0,48,16.0,4,8,1,2.0,1,5,Yes,2,39,8,2,1,4,30,4,No
554,58.0,Female,Divorced,Sales,Assistant,3,18859.0,58,8.0,1,3,1,3.0,4,89,No,8,46,3,2,2,3,17,3,No
555,22.0,Male,Divorced,Sales,Analyst,2,4577.0,29,12.0,13,2,2,3.0,2,36,Yes,7,35,4,3,3,4,40,1,No
556,32.0,Female,Married,Sales,Analyst,2,12488.0,92,3.0,2,9,1,2.0,1,13,Yes,6,44,8,3,3,4,44,1,No
557,47.0,Male,Single,Marketing,Manager,1,12164.0,84,17.0,9,0,3,3.0,4,36,No,7,44,12,1,1,3,15,2,No
558,39.0,Female,Divorced,Finance,Analyst,2,4030.0,64,21.0,10,9,2,5.0,2,7,Yes,1,54,9,3,3,3,4,4,No
559,47.0,Female,Single,IT,Manager,4,18881.0,46,18.0,8,5,3,5.0,1,76,No,5,45,15,1,2,2,6,3,Yes
560,27.0,Male,Divorced,Sales,Analyst,2,13785.0,81,11.0,8,6,1,4.0,4,12,No,7,37,12,4,1,3,16,1,No
561,58.0,Female,Married,Sales,Analyst,3,9691.0,17,4.0,9,9,1,5.0,1,39,No,1,48,3,1,2,1,26,4,No
562,20.0,Male,Divorced,Sales,Analyst,3,9358.0,88,16.0,7,7,3,1.0,2,91,Yes,2,49,12,2,4,4,37,3,No
563,22.0,Female,Married,IT,Manager,5,4462.0,65,17.0,13,0,3,1.0,4,57,Yes,9,44,7,1,2,2,23,1,Yes
564,32.0,Male,Divorced,Sales,Assistant,3,18511.0,81,9.0,9,3,3,1.0,4,17,No,3,32,12,4,2,3,13,4,No
565,47.0,Male,Married,IT,Analyst,2,13570.0,90,6.0,10,4,4,2.0,4,56,No,6,35,14,2,2,4,47,2,Yes
566,44.0,Female,Married,Sales,Manager,3,18897.0,62,24.0,12,1,4,5.0,2,82,Yes,7,59,19,1,2,1,17,1,No
567,52.0,Female,Married,Marketing,Manager,1,14646.0,31,27.0,2,0,4,1.0,3,37,No,9,54,19,3,4,1,27,4,No
568,57.0,Male,Married,Marketing,Analyst,3,18474.0,21,20.0,6,7,4,4.0,4,31,Yes,5,37,12,3,1,2,22,3,No
569,25.0,Female,Single,IT,Analyst,4,10037.0,27,25.0,3,5,2,2.0,2,85,Yes,4,45,4,3,2,1,37,3,No
570,51.0,Female,Married,Marketing,Assistant,1,12499.0,80,2.0,11,4,1,4.0,1,65,Yes,2,44,5,1,1,4,19,2,No
571,40.0,Male,Single,IT,Manager,5,16386.0,18,9.0,6,8,3,5.0,1,76,No,3,42,4,1,3,3,39,1,No
572,35.0,Male,Single,Marketing,Manager,4,9221.0,24,28.0,3,1,1,3.0,2,86,No,5,55,12,4,2,1,35,2,No
573,40.0,Female,Married,Marketing,Executive,2,10769.0,31,21.0,8,9,3,4.0,3,24,Yes,2,49,4,2,2,3,13,4,Yes
574,30.0,Male,Single,IT,Manager,2,17356.0,66,29.0,11,7,1,3.0,2,91,No,4,44,12,2,3,4,14,3,No
575,56.0,Male,Divorced,Finance,Assistant,2,10389.0,20,6.0,13,9,2,2.0,1,57,No,1,47,19,2,1,4,48,2,No
576,55.0,Male,Married,Marketing,Executive,4,7922.0,97,3.0,4,8,4,4.0,1,74,Yes,4,42,7,2,4,3,31,1,No
577,54.0,Female,Single,Sales,Executive,4,16639.0,83,20.0,12,0,1,4.0,4,32,Yes,7,53,8,1,2,4,45,4,No
578,38.0,Female,Married,Finance,Executive,4,13003.0,88,6.0,10,6,3,2.0,3,87,No,3,37,18,1,3,2,2,1,No
579,39.0,Male,Married,IT,Analyst,1,8178.0,23,7.0,6,7,1,2.0,2,65,Yes,8,43,19,4,3,1,46,2,No
580,37.0,Female,Married,Finance,Analyst,1,18240.0,91,1.0,9,2,2,1.0,1,29,No,6,57,14,2,2,2,39,3,No
581,33.0,Male,Single,HR,Manager,2,6968.0,97,23.0,2,3,2,5.0,1,80,Yes,6,40,9,1,1,2,37,3,No
582,34.0,Female,Divorced,HR,Executive,3,5716.0,35,1.0,2,2,1,4.0,1,33,Yes,1,35,10,1,1,2,14,2,No
583,50.0,Male,Divorced,Marketing,Assistant,2,19574.0,38,5.0,7,6,4,4.0,2,85,No,5,59,4,1,2,3,9,1,Yes
584,20.0,Male,Single,Marketing,Analyst,5,16511.0,18,6.0,2,8,3,2.0,2,68,No,3,53,8,1,3,3,10,1,No
585,22.0,Female,Married,Sales,Assistant,1,11181.0,38,13.0,2,2,2,2.0,3,47,No,1,54,10,2,2,4,7,1,No
586,35.0,Male,Single,Finance,Assistant,4,15995.0,73,2.0,4,5,2,5.0,4,39,No,8,58,18,2,4,3,28,1,No
587,42.0,Female,Single,HR,Analyst,1,14298.0,17,15.0,9,7,1,2.0,4,50,No,7,30,1,1,4,4,46,3,No
588,30.0,Female,Single,Marketing,Analyst,4,19762.0,82,15.0,8,5,2,3.0,4,79,Yes,7,54,5,3,1,3,25,1,No
589,31.0,Male,Married,Finance,Analyst,5,9380.0,54,13.0,2,1,2,3.0,1,12,Yes,4,31,0,4,4,4,46,2,No
590,29.0,Male,Single,Marketing,Analyst,5,3615.0,62,26.0,8,6,3,3.0,4,89,No,6,59,2,2,3,1,28,2,No
591,51.0,Female,Married,Marketing,Executive,1,3463.0,68,25.0,4,1,4,3.0,1,30,Yes,9,42,2,2,4,4,2,2,Yes
592,35.0,Male,Single,HR,Executive,4,12158.0,49,14.0,2,1,3,5.0,3,38,No,3,30,13,3,2,1,17,2,No
593,27.0,Male,Divorced,HR,Executive,5,6158.0,70,26.0,11,1,4,4.0,1,62,Yes,9,53,19,2,3,4,4,1,No
